ed,cuomo,molinaro,votes18,voters18,pct_dem_rvs18,pct_rep_rvs18
31047,470,11,488,967.0,83.5,3.2
31048,372,24,406,928.0,78.4,3.4
31049,464,22,493,1025.0,81.5,3.0
31050,212,7,224,552.0,84.1,3.1
31051,377,7,401,959.0,81.5,3.2
31052,437,20,476,994.0,77.4,4.3
31053,406,22,442,1076.0,75.8,5.0
31054,388,32,433,1034.0,76.0,5.7
31055,380,10,397,1029.0,80.4,3.7
31056,395,14,428,1140.0,77.6,4.6
31057,411,19,440,963.0,84.6,3.9
31058,355,3,369,1027.0,82.9,3.6
31059,312,11,324,720.0,79.7,3.6
31060,3,0,3,13.0,53.8,0.0
31061,378,14,401,943.0,81.3,3.1
31062,235,6,248,803.0,81.3,3.0
31063,403,4,416,1028.0,82.4,3.9
31064,398,5,407,752.0,82.4,2.5
31078,365,15,388,1047.0,75.3,5.3
31079,407,18,439,1052.0,78.3,4.4
31080,184,14,204,693.0,65.9,6.2
31081,254,29,295,937.0,65.5,9.0
31082,278,30,322,1060.0,68.9,8.8
31083,358,14,377,752.0,79.9,4.3
31084,420,11,436,888.0,84.2,3.7
31085,273,10,288,572.0,81.5,4.9
31086,402,30,449,1032.0,76.8,4.9
32001,367,14,389,1108.0,77.3,3.3
32003,487,15,516,1104.0,77.9,4.1
32004,472,26,513,1083.0,73.2,4.3
32005,256,12,273,851.0,75.2,5.5
32006,348,15,376,1051.0,71.9,6.2
32007,90,11,107,207.0,72.5,4.8
32008,77,14,94,202.0,64.4,9.4
32009,95,3,102,265.0,64.2,4.9
32010,34,2,37,105.0,70.5,6.7
32011,267,33,312,836.0,67.1,10.0
32013,74,3,81,185.0,68.1,7.0
32014,4,0,6,22.0,86.4,0.0
32015,294,5,305,794.0,81.4,2.4
32016,334,11,353,975.0,80.1,3.3
32017,341,22,373,1025.0,77.8,4.9
32018,334,26,377,1101.0,69.3,8.2
32019,276,41,330,976.0,68.9,7.2
32020,277,30,322,1065.0,69.1,8.4
32021,343,13,366,1011.0,72.6,6.3
32022,307,4,321,886.0,78.7,3.6
32023,358,4,370,1006.0,79.7,2.5
32024,294,15,314,785.0,76.1,4.2
32025,406,9,424,1090.0,79.5,2.2
32026,307,7,326,871.0,84.0,2.5
32027,419,5,433,979.0,82.6,2.1
32028,392,15,413,1067.0,81.0,2.9
32029,422,10,444,1082.0,79.8,3.0
32030,414,10,430,1056.0,80.7,2.3
32031,408,15,437,1145.0,75.8,4.4
32032,356,23,391,1071.0,72.5,5.8
32033,452,21,482,1128.0,80.7,3.4
32034,461,9,484,1074.0,79.7,2.3
32035,402,5,416,1030.0,81.2,2.6
32036,377,6,396,1043.0,80.7,2.5
32037,387,9,408,982.0,83.1,4.0
32038,420,10,438,1104.0,82.8,3.3
32039,498,6,521,1124.0,82.9,2.5
32040,408,6,419,1007.0,79.2,3.1
32041,490,9,512,1077.0,81.9,3.3
32042,364,11,387,1045.0,83.5,2.6
32043,451,9,485,1099.0,86.3,2.0
32044,189,3,196,449.0,86.9,1.8
32045,500,12,528,1087.0,82.4,2.7
32046,346,2,353,725.0,83.7,1.5
32047,321,2,329,707.0,84.0,2.0
32048,325,5,335,651.0,81.9,1.8
32049,425,7,445,1095.0,83.7,3.0
32050,419,12,439,1143.0,81.5,2.0
32051,458,11,489,1140.0,79.4,3.7
32052,405,11,427,1110.0,78.1,3.2
32053,411,9,429,1014.0,81.7,3.1
32054,380,8,397,949.0,79.5,4.5
32055,395,6,417,903.0,82.8,1.8
32056,176,2,180,404.0,83.2,1.2
32057,505,11,538,1035.0,85.3,1.7
32058,496,5,514,993.0,85.0,2.4
32059,495,16,527,1068.0,81.3,2.7
32060,511,9,535,1007.0,84.8,2.1
32061,354,10,370,825.0,82.2,1.5
32062,585,10,607,1071.0,87.2,1.1
32063,556,3,575,990.0,88.3,1.3
32064,513,8,536,882.0,88.4,1.8
32065,509,13,539,904.0,88.3,2.1
32066,562,9,589,952.0,88.1,1.8
32067,495,6,515,891.0,88.1,1.9
32068,510,6,526,900.0,88.0,1.4
32069,546,6,570,894.0,86.9,1.5
32070,542,5,560,912.0,88.7,1.8
32071,481,7,500,879.0,88.2,2.3
32072,527,12,546,1162.0,82.4,2.2
32073,457,14,488,981.0,83.4,3.0
32074,303,6,319,612.0,86.3,2.1
32075,522,8,537,1094.0,85.6,1.1
32077,262,13,386,1035.0,81.0,3.4
32078,359,6,373,679.0,83.1,2.1
32079,421,10,441,1079.0,79.9,2.9
32080,326,17,350,911.0,75.6,5.4
32081,255,10,272,584.0,78.9,4.5
32082,334,11,350,958.0,77.9,2.6
32083,302,9,323,837.0,80.6,3.7
32084,343,10,357,803.0,81.1,2.6
33001,262,128,420,1002.0,58.5,15.1
33002,285,152,451,1041.0,52.7,17.1
33003,286,103,409,1021.0,61.8,13.1
33004,235,81,335,931.0,64.4,13.3
33005,300,118,442,1002.0,58.9,15.6
33006,339,149,509,1051.0,54.9,17.7
33007,293,165,477,969.0,52.6,18.6
33008,298,158,483,1058.0,61.1,15.2
33009,270,175,470,1051.0,53.0,17.2
33010,269,116,405,956.0,58.1,15.5
33011,325,132,479,1097.0,54.1,17.0
33012,310,70,395,964.0,65.8,8.5
33013,345,92,453,1016.0,64.5,11.4
33014,346,65,430,1072.0,64.9,10.0
33015,365,98,485,1000.0,62.3,12.5
33016,78,4,83,171.0,78.9,6.4
33017,371,58,446,1060.0,66.9,10.7
33018,287,64,363,1000.0,63.9,12.3
33019,341,60,415,1078.0,64.6,9.6
33020,326,67,401,1080.0,65.5,11.1
33021,439,26,479,1134.0,71.8,7.6
33022,366,41,411,1041.0,67.5,8.5
33023,376,23,410,1061.0,72.5,6.3
33024,317,27,351,891.0,70.5,6.3
33025,345,53,413,1134.0,69.2,9.3
33026,379,35,424,1079.0,70.0,7.2
33027,331,37,379,900.0,72.7,7.0
33028,347,25,379,896.0,72.4,6.7
33029,501,9,522,1045.0,85.9,2.5
33030,433,1,447,1039.0,82.6,1.4
33031,447,5,462,1033.0,83.6,3.1
33032,475,5,499,1028.0,83.2,3.0
33033,458,9,482,1063.0,82.8,2.2
33034,457,10,473,1041.0,83.9,1.9
33035,471,5,493,1014.0,84.9,2.4
33036,480,7,498,1038.0,85.2,1.6
33037,525,7,546,1089.0,84.5,2.1
33038,462,13,491,1067.0,82.5,2.0
33039,459,6,475,1024.0,82.1,2.8
33040,444,18,474,984.0,83.8,2.9
33041,453,11,475,1048.0,80.9,3.0
33042,463,5,482,1055.0,80.7,2.7
33043,401,16,424,1050.0,78.4,4.5
33044,477,13,507,1129.0,80.2,2.8
33045,522,3,538,1077.0,88.1,1.7
33046,516,10,538,1111.0,82.4,2.4
33047,421,11,444,933.0,81.9,2.6
33048,465,14,497,1085.0,80.2,4.0
33049,418,15,442,872.0,79.2,3.1
33050,378,20,411,842.0,75.5,4.9
33051,435,11,457,1000.0,77.7,4.5
33052,468,40,522,1068.0,77.4,6.8
33053,458,6,473,1005.0,81.4,2.8
33054,512,6,533,1072.0,83.4,2.4
33055,501,7,518,1054.0,84.0,2.6
33056,528,10,547,1054.0,83.2,2.9
33057,530,14,563,1057.0,82.0,2.9
33058,532,8,555,1123.0,83.3,2.7
33059,498,13,527,1096.0,84.1,2.5
33060,523,7,539,1078.0,84.4,2.5
33061,452,6,469,1020.0,82.9,2.5
33062,570,8,581,1058.0,86.9,1.6
33063,526,7,548,1053.0,84.7,2.4
33064,522,11,552,1065.0,84.6,2.7
33065,576,7,595,1030.0,85.8,2.8
33066,545,13,573,1054.0,84.7,2.7
33067,511,7,525,1022.0,85.5,2.1
33068,544,5,554,980.0,84.9,2.4
33069,573,9,592,1073.0,83.9,2.1
33070,591,12,608,1061.0,84.6,1.6
33071,567,22,598,1044.0,84.4,2.6
33072,431,8,450,986.0,82.5,2.3
33073,478,16,510,1078.0,79.7,4.1
33074,351,58,423,1033.0,66.4,11.1
33075,277,118,419,1018.0,59.3,14.2
33076,380,35,422,869.0,73.0,6.6
33077,455,8,474,1010.0,81.3,2.5
33078,471,12,491,1030.0,85.0,2.7
33079,413,12,433,935.0,77.6,3.5
34001,284,13,311,823.0,76.4,3.9
34002,218,51,307,1023.0,62.9,9.5
34003,340,35,398,1057.0,69.2,7.3
34004,295,27,342,868.0,71.1,5.9
34005,302,29,352,1049.0,72.0,5.9
34006,244,24,279,931.0,69.7,5.9
34007,208,21,246,767.0,66.5,8.6
34008,406,63,503,1126.0,66.3,9.3
34009,329,33,398,893.0,72.2,7.1
34010,238,42,289,842.0,66.2,7.0
34011,258,28,295,788.0,66.0,7.5
34012,296,36,338,906.0,71.6,7.9
34013,272,49,338,851.0,73.7,6.8
34014,328,40,401,1020.0,67.9,8.1
34015,400,55,494,1048.0,69.0,7.3
34016,489,121,645,1006.0,64.6,10.8
34017,395,72,488,850.0,66.9,10.1
34018,200,20,236,613.0,68.8,6.9
34019,418,86,530,1022.0,68.2,9.8
34020,361,56,434,1020.0,69.0,8.0
34021,263,35,314,887.0,67.2,8.2
34022,502,76,643,1126.0,66.9,9.3
34023,372,61,467,1030.0,67.7,6.4
34024,407,59,501,876.0,67.5,7.6
34025,459,61,568,913.0,72.0,7.8
34026,422,51,513,1112.0,68.9,7.0
34027,320,51,404,920.0,63.2,9.2
34028,293,43,359,664.0,66.0,8.0
34029,309,37,366,942.0,64.5,9.3
34030,18,3,21,44.0,61.4,9.1
34031,96,17,121,257.0,65.4,7.8
34032,54,17,75,199.0,60.3,12.1
34033,61,7,68,192.0,66.7,5.7
34034,61,18,83,289.0,63.7,8.0
34035,304,41,364,1054.0,67.7,6.6
34036,333,62,419,1077.0,63.5,9.0
34037,260,55,336,981.0,59.1,12.3
34038,359,63,440,1081.0,64.7,7.8
34039,281,63,357,1021.0,61.4,10.2
34040,279,73,366,1003.0,64.6,11.2
34041,281,100,395,1046.0,59.7,14.1
34042,232,42,291,846.0,63.4,9.2
34043,129,17,155,342.0,62.3,8.2
34044,132,22,162,424.0,63.0,9.2
34045,332,73,432,1040.0,60.5,9.5
34046,284,45,348,1017.0,58.8,10.3
34047,17,4,24,82.0,54.9,8.5
34048,139,33,181,395.0,62.3,10.4
34049,273,40,332,859.0,62.2,8.8
34050,293,28,340,930.0,68.6,7.5
34051,302,60,394,1044.0,63.4,9.2
34052,280,50,356,987.0,62.7,10.3
34053,25,7,33,75.0,70.7,8.0
34056,53,10,67,182.0,57.1,11.5
34057,76,10,92,212.0,67.5,4.2
34059,12,2,15,55.0,65.5,7.3
34060,256,40,329,913.0,59.8,10.3
34061,32,1,35,139.0,66.9,5.0
34062,63,36,106,302.0,54.6,13.2
34063,547,68,679,1137.0,72.3,7.2
34065,363,31,420,1133.0,74.6,5.7
34066,342,29,396,971.0,69.9,7.7
34067,290,42,347,995.0,64.8,7.3
34068,426,83,554,957.0,67.2,9.0
34069,374,61,473,1000.0,68.5,6.3
34070,106,10,127,288.0,54.9,11.8
34071,265,37,324,875.0,61.4,10.2
34072,396,98,518,1029.0,63.6,11.0
34073,232,36,284,736.0,64.8,11.1
35001,54,19,78,184.0,62.0,8.2
35002,271,58,336,979.0,57.7,11.2
35003,256,82,353,970.0,54.8,11.2
35004,327,88,430,1033.0,56.8,10.8
35005,247,86,351,866.0,55.2,10.5
35006,315,63,401,1036.0,59.0,11.0
35007,268,52,334,964.0,62.9,10.2
35008,242,50,313,949.0,56.1,8.6
35009,296,75,393,997.0,58.1,11.7
35010,262,50,333,863.0,61.5,10.8
35011,252,41,307,1045.0,54.4,8.4
35012,369,54,440,1011.0,67.3,7.9
35013,283,38,337,1032.0,71.3,5.3
35014,194,30,240,878.0,58.0,10.4
35015,562,19,589,1210.0,73.2,5.0
35016,421,18,448,1254.0,75.1,4.9
35017,446,27,490,1177.0,74.6,6.6
35018,518,22,554,1253.0,74.9,5.3
35019,340,20,376,889.0,76.5,5.5
35020,479,39,531,1080.0,81.8,4.0
35021,311,51,384,893.0,67.6,7.4
35022,420,27,464,1140.0,73.0,6.7
35023,194,76,283,794.0,54.4,14.6
35024,257,68,342,949.0,62.5,11.1
35025,527,15,547,1338.0,79.7,4.0
35026,224,86,329,804.0,54.7,16.2
35027,170,89,283,801.0,52.4,16.2
35028,166,24,210,621.0,66.5,8.9
35029,4,1,5,13.0,61.5,7.7
35030,79,31,115,386.0,62.7,12.2
35032,358,31,405,1095.0,71.3,6.9
35033,335,86,449,1051.0,53.4,12.3
35035,192,34,234,569.0,74.3,9.5
35036,25,6,32,79.0,57.0,15.2
35037,303,40,348,1064.0,65.1,7.9
35038,444,28,489,991.0,78.9,4.9
35039,267,18,301,941.0,71.5,5.3
35040,234,24,272,969.0,74.4,5.3
35041,293,16,325,990.0,74.8,4.5
35042,331,21,360,995.0,78.0,4.7
35043,360,20,396,1064.0,77.6,4.1
35044,361,21,394,1116.0,76.2,3.4
35045,304,22,334,905.0,80.0,3.0
35046,362,38,411,1038.0,74.6,5.6
35047,415,22,453,1099.0,76.0,3.9
35048,435,20,467,1118.0,79.0,4.0
35049,222,47,273,769.0,64.2,9.0
35050,321,46,385,1068.0,68.2,7.2
35051,396,30,447,1081.0,73.3,5.3
35052,440,39,494,1038.0,78.0,5.8
35053,424,30,474,1024.0,78.7,3.6
35063,286,58,370,1074.0,56.9,8.7
35064,276,75,371,813.0,55.8,12.4
35065,299,27,343,909.0,72.4,5.6
35066,358,29,403,954.0,73.6,5.2
36001,461,125,629,964.0,66.2,9.2
36002,335,79,448,775.0,61.9,12.3
36003,271,36,330,682.0,61.6,8.9
36004,378,80,517,948.0,59.8,12.2
36005,282,50,370,702.0,65.5,9.3
36006,420,72,543,1047.0,63.8,10.8
36007,335,37,394,674.0,67.4,6.7
36008,485,71,583,1043.0,63.8,9.1
36009,221,36,286,605.0,61.8,8.3
36010,336,49,429,966.0,63.7,10.5
36011,360,47,441,1012.0,66.2,10.3
36012,380,44,472,970.0,62.8,8.8
36013,341,51,424,791.0,64.1,9.9
36014,378,76,485,1086.0,63.2,9.1
36015,389,48,473,1012.0,63.3,8.8
36016,396,53,492,894.0,65.4,7.8
36017,393,42,471,899.0,67.5,7.5
36018,427,73,541,993.0,64.8,10.5
36019,453,57,560,1057.0,64.5,8.2
36020,424,71,535,948.0,66.9,8.1
36021,466,52,562,1058.0,66.5,8.1
36022,437,60,551,1095.0,63.7,9.1
36023,341,57,442,877.0,61.1,9.8
36024,348,54,452,944.0,62.6,9.1
36025,327,48,426,920.0,66.3,7.4
36026,324,69,426,908.0,61.7,10.4
36027,409,72,516,1072.0,62.5,10.4
36028,353,72,470,973.0,62.1,10.8
36029,293,98,417,957.0,60.9,13.3
36030,375,70,494,1030.0,61.1,9.1
36031,406,75,531,1114.0,61.4,11.7
36032,337,63,448,994.0,63.7,9.4
36033,223,51,298,639.0,64.2,10.5
36034,345,59,445,957.0,64.8,10.3
36035,363,58,453,888.0,67.7,7.9
36036,449,62,553,1041.0,67.0,8.8
36037,406,71,534,1043.0,65.0,9.0
36038,321,77,446,926.0,64.8,9.8
36039,408,72,531,931.0,68.0,7.7
36040,473,86,617,1120.0,67.2,8.8
36041,436,132,610,1086.0,63.2,11.6
36042,377,88,499,1004.0,67.4,9.5
36043,61,33,100,215.0,60.9,12.1
36044,56,5,63,136.0,60.3,4.4
36045,394,53,481,1049.0,63.2,8.6
36046,190,97,306,751.0,55.0,14.5
36047,248,124,390,857.0,58.0,16.1
36048,236,115,369,842.0,59.0,16.2
36049,459,59,584,1082.0,63.7,10.2
36050,77,26,109,291.0,60.5,14.1
36051,46,4,51,128.0,60.2,7.0
36052,458,58,564,986.0,66.6,9.3
36053,339,132,497,1046.0,57.6,15.1
36054,303,156,485,1023.0,58.2,17.8
36055,420,99,562,1169.0,61.6,10.4
36056,373,76,492,1084.0,63.3,9.8
36057,318,69,425,877.0,64.1,11.7
36058,336,50,430,845.0,65.3,8.6
36059,377,69,489,1027.0,65.0,10.3
36060,314,39,380,785.0,69.3,7.1
36061,422,84,536,1134.0,64.8,11.4
36062,322,49,401,871.0,69.9,8.2
36063,295,33,343,935.0,72.4,6.3
36064,432,45,522,972.0,68.2,9.8
36065,131,16,160,357.0,61.1,10.4
36066,357,45,442,976.0,64.3,8.3
36067,346,53,438,976.0,65.6,9.7
36072,462,76,582,1099.0,64.3,8.8
36073,516,44,612,1074.0,68.0,7.1
36074,367,44,447,928.0,65.2,7.8
36075,324,53,423,812.0,64.2,9.6
36076,366,42,457,1064.0,67.4,8.6
36077,507,77,639,1144.0,64.0,9.6
36078,308,66,402,669.0,71.2,9.3
36079,258,52,334,643.0,62.8,13.7
36080,298,53,388,831.0,64.0,9.5
36081,437,81,560,1033.0,69.5,9.2
36082,308,113,455,897.0,64.8,12.3
36083,239,94,350,851.0,55.7,14.6
37001,363,72,471,1009.0,64.0,10.7
37002,344,25,388,941.0,74.2,7.2
37003,362,14,387,1005.0,77.1,5.2
37004,394,11,424,1043.0,78.2,3.3
37005,381,33,452,942.0,62.6,10.4
37006,280,43,343,1011.0,64.4,8.1
37007,240,11,255,621.0,83.1,3.5
37008,351,17,384,888.0,83.1,3.0
37009,294,10,318,848.0,80.9,5.2
37010,303,11,317,825.0,80.5,4.8
37011,362,35,443,1050.0,62.0,7.6
37012,297,14,318,789.0,80.4,2.8
37013,275,10,295,765.0,79.5,2.6
37014,309,10,325,727.0,81.8,3.0
37015,282,20,315,748.0,78.1,4.1
37016,302,13,321,743.0,81.4,3.8
37017,351,8,367,779.0,80.6,3.1
37018,441,35,529,966.0,68.9,7.0
37019,472,78,590,1084.0,49.9,13.8
37020,426,52,522,921.0,59.3,10.7
37021,506,67,607,974.0,61.2,11.0
37022,615,59,723,1113.0,59.8,9.3
37023,599,59,704,1141.0,59.9,9.6
37024,1021,89,1201,1941.0,61.9,8.8
37025,68,11,85,251.0,58.2,6.4
37027,522,63,669,1044.0,70.1,8.0
37028,526,62,652,1044.0,64.8,9.4
37029,448,61,563,1043.0,66.8,7.8
37030,394,65,500,1024.0,64.2,10.4
37031,440,78,558,951.0,65.9,9.0
37032,411,55,513,915.0,66.1,7.9
37033,336,41,416,988.0,64.7,6.7
37034,386,30,435,1064.0,71.1,6.4
37035,389,34,442,1074.0,69.6,6.4
37036,438,90,582,1059.0,63.3,9.6
37037,502,62,623,1019.0,68.9,5.8
37038,434,63,550,1090.0,67.3,7.9
37039,392,80,515,995.0,62.2,12.3
37040,0,0,0,2.0,100.0,0.0
37041,89,18,118,378.0,59.5,11.4
37042,266,72,351,931.0,58.4,11.5
37043,224,108,344,941.0,54.1,14.0
37044,179,115,313,798.0,50.0,17.3
37045,236,113,393,1002.0,49.9,19.7
37046,241,87,369,1016.0,51.4,15.6
37047,305,78,421,1091.0,57.0,10.4
37048,325,54,414,995.0,60.7,12.9
37049,333,81,444,1033.0,60.6,12.5
37050,326,70,423,1087.0,61.6,12.2
37051,23,0,24,30.0,83.3,0.0
37052,103,39,153,377.0,52.3,16.2
37053,75,20,113,256.0,52.7,14.1
37054,115,17,149,389.0,60.9,9.3
37056,355,35,443,1052.0,66.4,6.3
37057,302,30,368,938.0,62.8,9.5
37058,327,42,419,1072.0,66.5,8.5
37059,401,56,501,1084.0,65.4,6.9
37060,37,7,52,108.0,66.7,15.7
37061,200,58,287,884.0,56.6,13.3
37062,209,87,316,818.0,53.4,15.6
37063,367,51,454,948.0,66.0,9.2
37064,427,79,558,919.0,65.9,9.5
37065,343,73,454,983.0,62.0,11.5
37066,0,0,0,4.0,50.0,0.0
37067,264,50,350,856.0,57.7,12.7
37068,230,50,311,837.0,60.1,12.9
37075,532,67,632,1058.0,55.3,10.6
37076,328,34,380,617.0,66.8,5.7
37077,421,49,510,1038.0,66.2,9.3
37078,543,68,660,1046.0,62.5,8.2
37079,544,51,648,1206.0,62.3,7.2
37080,552,45,652,1185.0,62.2,6.9
37081,419,36,498,948.0,62.9,7.6
37082,447,54,545,1088.0,63.0,8.6
37083,435,73,560,1000.0,61.0,10.8
37084,243,90,359,972.0,49.9,16.9
37085,186,94,290,753.0,49.9,18.5
37086,270,36,332,798.0,60.7,10.4
37087,409,37,490,987.0,64.3,7.4
37088,152,28,199,494.0,63.8,9.9
38001,307,32,367,959.0,67.9,5.6
38002,261,15,317,782.0,68.7,5.5
38003,337,23,408,927.0,70.0,5.4
38004,338,41,416,1100.0,64.5,7.7
38005,390,33,453,1098.0,72.7,4.8
38006,383,56,477,1122.0,67.1,7.7
38007,301,24,350,965.0,71.4,6.7
38008,313,57,407,1069.0,66.4,9.4
38009,284,67,366,905.0,64.5,12.6
38010,280,62,357,949.0,59.0,13.9
38011,4,0,4,9.0,66.7,0.0
38012,188,89,299,764.0,54.8,15.3
38013,184,70,267,641.0,53.7,15.6
38014,293,110,419,969.0,52.6,13.7
38015,93,47,145,297.0,46.5,25.3
38016,295,127,439,1055.0,51.2,19.5
38017,262,185,468,1080.0,48.7,22.0
38018,200,172,382,1037.0,48.5,19.7
38019,185,153,354,800.0,44.6,27.0
38020,61,14,77,260.0,58.5,10.0
38021,175,40,222,535.0,64.9,10.8
38022,269,110,397,862.0,55.6,16.4
38023,261,37,310,937.0,66.4,9.4
38024,283,37,332,1016.0,66.8,5.3
38025,254,42,320,884.0,68.6,6.4
38026,236,65,317,979.0,66.6,8.9
38027,313,32,361,1048.0,72.8,5.8
38028,281,149,445,978.0,49.9,22.5
38029,280,25,313,987.0,70.4,6.3
38030,308,40,367,1113.0,69.6,7.4
38031,277,56,350,1130.0,65.5,8.8
38032,288,56,368,1002.0,67.0,9.1
38033,288,54,354,989.0,64.7,9.6
38034,131,17,151,433.0,69.1,9.0
38035,59,6,67,264.0,65.2,8.0
38036,97,19,119,493.0,65.5,7.3
38037,132,17,157,617.0,63.9,7.0
38038,152,26,183,661.0,64.3,6.1
38039,198,40,250,854.0,64.9,10.0
38040,192,24,225,916.0,63.0,7.9
38041,347,45,406,1040.0,68.1,8.1
38042,254,54,327,1049.0,65.7,9.2
38043,203,27,235,666.0,67.6,7.8
38044,257,36,309,894.0,65.5,8.5
38045,177,26,205,740.0,69.9,7.0
38046,229,33,274,741.0,68.0,8.5
38047,232,52,291,789.0,63.1,9.6
38048,297,75,381,846.0,60.5,14.4
38049,254,36,303,903.0,64.7,8.6
38050,280,55,347,730.0,62.9,11.5
38051,360,63,437,1028.0,70.2,8.7
38052,276,85,377,930.0,63.0,12.8
38053,110,23,138,343.0,63.8,7.9
38054,334,70,426,1125.0,64.0,9.2
38055,298,61,382,991.0,66.8,9.8
38056,328,56,395,1013.0,68.4,7.1
38057,335,51,400,1064.0,64.8,9.4
38058,396,84,502,1100.0,65.2,10.1
38059,326,71,417,1100.0,65.5,10.1
38062,367,27,426,1003.0,71.7,6.1
38063,289,59,357,1042.0,66.2,8.7
38064,306,26,361,1023.0,64.7,7.5
38065,236,70,318,781.0,65.8,11.9
38066,195,90,302,943.0,54.4,16.3
38067,110,82,204,459.0,50.1,17.9
38068,211,46,270,816.0,65.2,8.5
38069,198,19,227,887.0,67.5,8.7
38070,292,44,345,1006.0,66.2,9.0
38071,229,87,325,790.0,59.7,13.5
39001,289,36,353,1036.0,71.1,6.3
39002,191,30,228,923.0,65.3,10.1
39003,270,44,320,927.0,67.6,7.4
39004,340,31,393,1104.0,69.9,7.5
39005,278,44,339,1102.0,67.9,6.9
39006,238,28,278,802.0,70.1,6.9
39007,305,74,396,990.0,73.3,7.8
39008,241,60,310,857.0,69.0,6.4
39009,299,27,344,1060.0,68.0,5.9
39010,271,22,311,992.0,67.5,6.9
39011,289,52,363,1132.0,62.6,9.5
39012,295,48,367,1017.0,69.0,7.1
39013,328,28,382,1082.0,64.7,6.6
39014,258,40,310,1009.0,62.0,9.0
39015,402,29,447,1115.0,70.2,5.7
39016,348,45,419,1103.0,67.7,7.4
39017,427,60,506,1144.0,68.3,7.9
39018,428,48,523,1177.0,71.2,6.1
39019,475,53,578,1060.0,70.3,6.5
39020,24,4,30,108.0,67.6,6.5
39021,54,7,66,228.0,56.1,8.3
39022,99,20,124,323.0,57.3,10.8
39023,241,61,313,1014.0,57.9,11.9
39024,116,28,161,440.0,53.2,9.8
39025,285,45,344,1068.0,59.2,9.3
39026,218,36,279,771.0,62.4,9.2
39027,246,27,294,875.0,60.5,8.7
39028,58,11,72,235.0,54.9,11.5
39029,287,47,353,1066.0,59.3,9.4
39030,302,56,382,1124.0,63.3,8.8
39031,176,60,251,973.0,52.4,10.3
39032,175,33,221,801.0,62.5,9.6
39033,134,47,197,684.0,56.1,11.4
39034,294,52,364,966.0,61.5,10.4
39035,148,58,218,729.0,53.8,9.3
39036,30,11,41,105.0,47.6,12.4
39037,266,46,329,986.0,54.9,10.8
39038,196,21,228,686.0,64.0,7.7
39040,72,14,92,246.0,57.7,17.9
39041,317,32,373,940.0,66.1,7.2
39042,56,7,64,161.0,67.7,8.7
39043,297,49,365,870.0,67.5,10.0
39044,325,41,415,761.0,68.3,8.4
39045,410,61,516,901.0,68.8,8.7
39046,468,60,586,844.0,71.7,6.9
39047,472,91,618,1145.0,64.7,11.3
39048,269,32,319,796.0,63.4,9.3
39049,424,40,483,1044.0,69.9,7.7
39050,111,24,143,301.0,67.4,9.3
39051,304,37,377,746.0,64.5,8.4
39052,230,40,283,755.0,67.4,8.9
39053,190,19,223,724.0,68.4,5.8
39054,216,32,271,930.0,68.0,6.8
39055,152,17,173,576.0,65.3,7.1
39056,455,66,579,984.0,70.6,8.6
40001,155,238,412,893.0,39.6,28.3
40002,194,177,396,934.0,49.3,20.9
40003,189,92,298,896.0,57.0,11.6
40004,243,191,450,1073.0,49.3,20.5
40005,207,209,437,1041.0,44.0,25.1
40006,218,240,477,1032.0,45.5,25.6
40007,224,165,424,867.0,50.1,21.0
40008,135,56,207,527.0,63.6,9.3
40009,285,191,509,1047.0,47.5,24.5
40010,5,0,5,10.0,60.0,20.0
40011,42,16,62,152.0,62.5,14.5
40012,30,13,46,126.0,57.1,15.9
40013,272,179,472,1052.0,51.4,17.8
40014,234,110,361,947.0,55.4,13.9
40015,278,115,424,1085.0,54.7,11.8
40016,216,88,329,924.0,57.6,11.3
40017,97,55,159,466.0,53.9,16.3
40018,153,43,214,654.0,60.7,8.9
40019,270,51,336,1013.0,66.1,7.6
40020,241,71,331,1039.0,58.6,10.3
40021,141,49,197,633.0,60.0,12.0
40022,343,116,483,1149.0,61.5,11.9
40023,204,50,261,917.0,62.9,8.2
40024,196,50,250,753.0,63.3,8.9
40025,251,70,338,951.0,58.3,7.9
40026,201,55,268,945.0,59.8,10.4
40027,203,56,277,971.0,54.3,12.7
40028,150,21,183,612.0,57.2,10.6
40029,193,88,298,899.0,58.0,10.7
40030,209,109,337,1021.0,54.5,13.1
40031,178,93,284,1034.0,58.2,10.0
40032,144,51,208,802.0,58.9,9.6
40033,164,60,242,865.0,54.8,8.9
40034,153,19,183,560.0,62.7,7.5
40035,325,63,402,1134.0,64.2,7.1
40036,233,117,366,910.0,58.4,10.1
40037,316,51,383,1081.0,58.1,8.8
40038,240,79,326,928.0,55.2,10.1
40039,263,61,336,950.0,61.8,8.6
40040,248,51,322,1000.0,63.4,7.7
40041,130,44,187,644.0,56.5,11.8
40042,184,59,257,940.0,65.4,8.3
40043,204,76,306,1025.0,59.2,10.8
40044,175,52,238,874.0,54.9,10.0
40045,220,27,260,995.0,61.3,7.6
40046,175,34,223,1088.0,56.7,7.3
40047,265,116,402,945.0,58.1,11.6
40048,315,133,477,1041.0,60.7,10.9
40049,164,54,238,507.0,60.4,12.6
40050,300,21,335,888.0,75.6,5.0
40051,335,86,434,1088.0,69.4,6.6
40052,118,68,195,693.0,55.3,10.4
40053,191,58,264,870.0,56.4,14.0
40056,191,81,287,905.0,56.7,11.5
40057,221,87,332,996.0,54.5,11.4
40058,241,39,295,976.0,59.3,5.2
